3.600000 1.293491 1.179659 1.072641 0.989737 2.120846
3.700000 1.290840 1.184572 1.090165 0.988750 2.135524
3.800000 1.291660 1.180079 1.068988 0.976917 2.133476
3.900000 1.292166 1.167762 1.079165 0.994262 2.141351
4.000000 1.291235 1.173688 1.069922 0.992450 2.146070
4.100000 1.295216 1.189756 1.074518 0.986231 2.157013
4.200000 1.294705 1.182991 1.062447 0.976656 2.170469
4.300000 1.297746 1.176556 1.064304 0.959346 2.173779
4.400000 1.293306 1.170510 1.069557 0.979610 2.164500
4.500000 1.293753 1.173047 1.073041 0.979226 2.177907
4.600000 1.297209 1.173893 1.080890 0.978905 2.181918
4.700000 1.297883 1.183592 1.069606 0.963528 2.191751
4.800000 1.295647 1.174045 1.078014 0.979472 2.191053
4.900000 1.300771 1.168046 1.072979 0.988841 2.178934
5.000000 1.302511 1.187043 1.064470 1.005267 2.181271
5.100000 1.308600 1.180133 1.069162 0.973030 2.178693
5.200000 1.295958 1.179766 1.071964 0.980253 2.170119
5.300000 1.298502 1.182801 1.065741 0.988094 2.168672
5.400000 1.292329 1.178291 1.079891 0.975265 2.177324
5.500000 1.289278 1.180490 1.077655 0.982329 2.174586
5.600000 1.300757 1.171211 1.072894 0.999055 2.166223
5.700000 1.301069 1.179393 1.080292 0.973258 2.182375
5.800000 1.296790 1.199280 1.067987 0.977956 2.187234
5.900000 1.302632 1.197019 1.086885 0.971265 2.191917
6.000000 1.300018 1.183872 1.092854 0.987884 2.200062
6.100000 1.290400 1.176238 1.073319 0.979649 2.205795
6.200000 1.286025 1.189795 1.072075 0.986503 2.198939
6.300000 1.306494 1.180229 1.070401 0.983872 2.201239
6.400000 1.282038 1.183420 1.071249 0.986619 2.196270
6.500000 1.281339 1.174437 1.080771 0.981878 2.189406
6.600000 1.291857 1.172939 1.077414 0.983506 2.189402
6.700000 1.275540 1.181917 1.070713 0.968680 2.193881
6.800000 1.319548 1.174087 1.068749 0.966739 2.201071
6.900000 1.302227 1.194357 1.068745 0.977778 2.210419
7.000000 1.282938 1.189986 1.096487 0.970486 2.199626
7.100000 1.305410 1.183015 1.083798 0.979556 2.188283
7.200000 1.289431 1.173982 1.075193 0.986338 2.173389
7.300000 1.305641 1.191326 1.083411 0.991505 2.176525
